Key,NoTranslate,English,Russian
AL_LK_Format_FillingItemContainer,,[bbbbbb]Filling[-] {0} [bbbbbb]with[-] {1} [bbbbbb]from[-] {2}[bbbbbb]...[-],[bbbbbb]Заполнение[-] {0} [bbbbbb][-] {1} [bbbbbb]из[-] {2}[bbbbbb]...[-]
AL_LK_Format_FillingItemContainerPlain,,[bbbbbb]Filling[-] {0} [bbbbbb]...[-],[bbbbbb]Наполнение[-] {0} [bbbbbb]...[-]
AL_LK_Format_FillingBlockContainer,,[bbbbbb]Pouring[-] {0} [bbbbbb]into[-] {1}[bbbbbb]...[-],[bbbbbb]Заливка[-] {0} [bbbbbb]в[-] {1}[bbbbbb]...[-]
AL_LK_Format_Refuelling,,[bbbbbb]Refuelling[-] [ffc070]{0}[-][bbbbbb]...[-],[bbbbbb]Заправка[-] [ffc070]{0}[-][bbbbbb]....[-]
AL_LK_Format_EmptyingOut,,[ff4040]Emptying[-] {0} [ff4040]out onto ground...[-],[ff4040]Выгрузка[-] {0} [ff4040]на землю...[-]
AL_LK_Format_QuantityContainerItemIsEmpty,,[bbbbbb]Your[-] {0} [bbbbbb]is empty.[-],[bbbbbb]Ваш[-] {0} [bbbbbb]пуст.[-]
AL_LK_Format_QuantityContainerDifferentUnit,,[bbbbbb]The contents of your [-] {0} [bbbbbb]and those of the[-] {1} [-][bbbbbb]differ.[-],[bbbbbb]Содержимое вашего [-] {0} [bbbbbb]и содержимого [-] {1} [-][bbbbbb]различается.[-]
AL_LK_Format_QuantityContainerEmpty,,[bbbbbb]The[-] {0} [bbbbbb]is empty.[-],[bbbbbb][-] {0} [bbbbbb]пусто.[-]
AL_LK_Format_QuantityContainerItemIsFull,,[bbbbbb]Your[-] {0} [bbbbbb]is full.[-],[bbbbbb]Ваш[-] {0} [bbbbbb]заполнен.[-]
AL_LK_Format_ItemContainerUnitRestriction,,[bbbbbb]Your[-] {0} [bbbbbb]cannot hold[-] {1}[bbbbbb].,[bbbbbb]Ваш[-] {0} [bbbbbb]не может содержать[-] {1}[bbbbbb].
,,,
AL_LK_Format_QuantityStorage_PotentialActionText,,{0} [action:local:Primary] | [action:local:Secondary] {1},{0} [действие:локальный:Основной] | [действие:локальный:вторичный] {1}
AL_LK_QuantityStorage_Action_None,,[bbbbbb]No Action[-]{0},[bbbbbb]Нет действий[-]{0}
AL_LK_QuantityStorage_Action_TakingTerrainWater,,[bbbbbb]Take[-] {0},[bbbbbb]Возьмите[-] {0}
AL_LK_QuantityStorage_Action_TakingFromBlockContainer,,[bbbbbb]Take from[-] {0},[bbbbbb]Возьмите из[-] {0}
AL_LK_QuantityStorage_Action_FillingBlockContainer,,[bbbbbb]Fill[-] {0},[bbbbbb]Заполнить[-] {0}
AL_LK_QuantityStorage_Action_FillingVehicle,,[bbbbbb]Fill[-] {0},[bbbbbb]Заполнить[-] {0}
AL_LK_QuantityStorage_Action_EmptyingOutItemContainer,,[bbbbbb]Empty[-] {0},[bbbbbb]Пусто[-] {0}
AL_LK_QuantityStorage_Action_TakingFromVehicle,,[bbbbbb]Siphon from[-] {0},[bbbbbb]Сифон из[-] {0}
AL_LK_QuantityStorage_Action_Consuming,,[bbbbbb]Drink from[-] {0},[bbbbbb]Напиток из[-] {0}
,,,
AL_LK_RainCatcherCollecting,,[3ABCFF]It's collecting rainwater.[-],[3ABCFF]Он собирает дождевую воду.[-]
AL_LK_RainCatcherBlocked,,[ff4040]It's not exposed to the sky.[-],[ff4040]Он не виден небу.[-]
,,,
AL_Block_QuantityStorage_BarrelPlasticBlueSingle,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Base,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Water,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_RedTea,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_GoldenrodTea,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Beer,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Shiraz,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_DirtyInfectedWater,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_InfectedWater,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_DirtyWater,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_MineralWater,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Fuel,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_Honey,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueSingle_ManukaHoney,,Water Barrel,Бочка с водой
,,,
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Base,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Water,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_RedTea,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_GoldenrodTea,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Beer,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Shiraz,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_DirtyInfectedWater,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_InfectedWater,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_DirtyWater,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_MineralWater,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Fuel,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_Honey,,Water Barrel,Бочка с водой
AL_Block_QuantityStorage_BarrelPlasticBlueKnockedOverDiagonal_ManukaHoney,,Water Barrel,Бочка с водой
,,,
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Base,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Water,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_RedTea,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_GoldenrodTea,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Beer,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Shiraz,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_DirtyInfectedWater,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_InfectedWater,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_DirtyWater,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_MineralWater,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Fuel,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_Honey,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadA_ManukaHoney,,Water Barrels,Бочки с водой
,,,
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Base,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Water,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_RedTea,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_GoldenrodTea,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Beer,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Shiraz,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_DirtyInfectedWater,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_InfectedWater,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_DirtyWater,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_MineralWater,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Fuel,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_Honey,,Water Barrels,Бочки с водой
AL_Block_QuantityStorage_BarrelPlasticBlueQuadB_ManukaHoney,,Water Barrels,Бочки с водой
,,,
AL_Block_QuantityStorage_WineBarrel,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Base,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Water,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_RedTea,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_GoldenrodTea,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Beer,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Shiraz,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_DirtyInfectedWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_InfectedWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_DirtyWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_MineralWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Fuel,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_Honey,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrel_ManukaHoney,,Wine Barrel,Винная бочка
,,,
AL_Block_QuantityStorage_WineBarrelPlain,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Base,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Water,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_RedTea,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_GoldenrodTea,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Beer,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Shiraz,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_DirtyInfectedWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_InfectedWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_DirtyWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_MineralWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Fuel,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_Honey,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelPlain_ManukaHoney,,Wine Barrel,Винная бочка
,,,
AL_Block_QuantityStorage_WineBarrelSet,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Base,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Water,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_RedTea,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_GoldenrodTea,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Beer,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Shiraz,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_DirtyInfectedWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_InfectedWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_DirtyWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_MineralWater,,Wine Barrel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Fuel,,Wine Barrel,Винная бочка
