Key,Russian
AL_Block_QuantityStorage_WineBarrelPlain_ManukaHoney,Винная бочка
,
AL_Block_QuantityStorage_WineBarrelSet,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Base,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Water,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_RedTea,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_GoldenrodTea,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Beer,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Shiraz,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_DirtyInfectedWater,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_InfectedWater,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_DirtyWater,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_MineralWater,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Fuel,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_Honey,Винная бочка
AL_Block_QuantityStorage_WineBarrelSet_ManukaHoney,Винная бочка
,
AL_Block_QuantityStorage_GasPump,Бензоколонка
AL_Block_QuantityStorage_GasPump_Base,Бензоколонка
AL_Block_QuantityStorage_GasPump_Fuel,Бензоколонка
AL_Block_QuantityStorage_GasBarrelSingle,Бочка с топливом
AL_Block_QuantityStorage_GasBarrelSingle_Fuel,Бочка с топливом
AL_Block_QuantityStorage_GasBarrelSingle45,Бочка с топливом
AL_Block_QuantityStorage_GasBarrelSingle45_Fuel,Бочка с топливом
AL_Block_QuantityStorage_GasBarrelQuadA,Бочки с топливом
AL_Block_QuantityStorage_GasBarrelQuadA_Fuel,Бочки с топливом
AL_Block_QuantityStorage_GasBarrelQuadB,Бочки с топливом
AL_Block_QuantityStorage_GasBarrelQuadB_Fuel,Бочки с топливом
AL_Block_QuantityStorage_GasBarrelOld,Старая бочка
AL_Block_QuantityStorage_GasBarrelOld_Fuel,Старая бочка
AL_Block_QuantityStorage_GenericBarrelSingle,Ржавая бочка
AL_Block_QuantityStorage_GenericBarrelSingle_Fuel,Ржавая бочка
AL_Block_QuantityStorage_GenericBarrelSingle45,Ржавая бочка
AL_Block_QuantityStorage_GenericBarrelSingle45_Fuel,Ржавая бочка
AL_Block_QuantityStorage_GenericBarrelQuadA,Ржавые бочки
AL_Block_QuantityStorage_GenericBarrelQuadA_Fuel,Ржавые бочки
AL_Block_QuantityStorage_GenericBarrelQuadB,Ржавые бочки
AL_Block_QuantityStorage_GenericBarrelQuadB_Fuel,Ржавые бочки
AL_Block_QuantityStorage_WhiteBarrelSingle,Ржавая бочка
AL_Block_QuantityStorage_WhiteBarrelSingle_Fuel,Ржавая бочка
AL_Block_QuantityStorage_WhiteBarrelSingle45,Ржавая бочка
AL_Block_QuantityStorage_WhiteBarrelSingle45_Fuel,Ржавая бочка
AL_Block_QuantityStorage_WhiteBarrelQuadA,Ржавые бочки
AL_Block_QuantityStorage_WhiteBarrelQuadA_Fuel,Ржавые бочки
AL_Block_QuantityStorage_WhiteBarrelQuadB,Ржавые бочки
AL_Block_QuantityStorage_WhiteBarrelQuadB_Fuel,Ржавые бочки
,
AL_Block_QuantityStorage_TreeStumpMature_Honey,Пень
AL_Block_QuantityStorage_TreeStumpMature_ManukaHoney,Пень
,
AL_LK_RainCatcherCollecting,[3abcff]Он собирает дождевую воду.[-]
AL_LK_RainCatcherBlocked,[ff4040]Он расположен не под небом[-].
AL_LK_PourIntoEmptyJars,[ffc070]Налейте[-] [bbbbbb]в[-] пустые банки
,
AL_LK_QuantityStorage_Format_SlashDelim,{0}/{1}
AL_LK_QuantityStorage_Format_PourInto,[bbbbbb]Налейте в[-] [ffc070]{0}[-]
# }}},
,
# Survivor Notes {{{,
AL_Item_HintNote1,[ffc070]Ароматная записка[-]
AL_Item_HintNote2,[ffc070]Слегка обгоревшая записка[-]
AL_Item_HintNote3,[ffc070]Записка кузнеца №1[-]
AL_Item_HintNote4,[ffc070]Записка кузнеца №2[-]
AL_Item_HintNote5,[ffc070]Записка кузнеца №3[-]
AL_Item_HintNote6,[ffc070]Мокрая записка[-]
AL_Item_HintNote7,[ffc070]Записка шахтёра[-]
,
AL_Item_HintNote1Desc,"Записка, испещрённая каракулями и беспорядочным текстом."
AL_Item_HintNote2Desc,"Записка, написанная довольно аккуратным и опрятным почерком."
AL_Item_HintNote3Desc,"Записка, написанная каким-то довольно броским почерком."
AL_Item_HintNote4Desc,"Записка, написанная каким-то довольно броским почерком."
AL_Item_HintNote5Desc,"Записка, написанная каким-то довольно броским почерком."
AL_Item_HintNote6Desc,Записка с едва заметными царапинами на ней.
AL_Item_HintNote7Desc,"Хорошо написанная записка, хотя бумага довольно грязная."
,
AL_LK_HintNote1_title,[ffc070]Ароматная записка[-]
AL_LK_HintNote2_title,[ffc070]Слегка обгоревшая записка[-]
AL_LK_HintNote3_title,[ffc070]Записка кузнеца №1[-]
AL_LK_HintNote4_title,[ffc070]Записка кузнеца №2[-]
AL_LK_HintNote5_title,[ffc070]Записка кузнеца №3[-]
AL_LK_HintNote6_title,[ffc070]Мокрая записка[-]
AL_LK_HintNote7_title,[ffc070]Записка шахтёра[-]
,
AL_LK_HintNote1,"[808080]Вы читаете бессвязный текст в поисках полезной информации... [-]\n\nЭти идиоты просто не хотят меня слушать. Они согласны с тем, что мёд помогает замедлить развитие инфекции, спасибо, блядь, но ОЧЕВИДНО не думают, что не превратиться в чёртова мозгоглотателя важнее, чем получить чуть больше древесины, выкорчёвывая пень после того, как срубили дерево. Я имею в виду, откуда, по их мнению, блядь, берётся мёд? С ёбаной луны? Они ещё пожалеют об этом, когда один из нас сожрёт другого на завтрак."
,
AL_LK_HintNote2,"[808080]Вы читаете текст в поисках полезной информации...[-]\n\nМои товарищи настаивают, что мы не должны держать факелы горящими, потому что они привлекают зомби. Не знаю, как эта идея появилась, но это полная чушь. Чёрт возьми, мы сожгли этот чёртов дом несколько дней назад, и почему-то ни один зомби не появился."
,
AL_LK_HintNote3,"[808080]Вы просматриваете текст в поисках полезной информации...[-]\n\nСейчас наше королевство очень нуждается в таких людях, как я. Ковка »средневекового« оружия, в моей жизни считавшаяся не более чем увлечением, радующим косплееров и ютуберов по средневековой истории, теперь стала вопросом жизни и смерти. Как бы то ни было, я пишу ещё одну из этих заметок, обучающих кузнечному делу, в котором я, несомненно, величайший из одарённых на этой земле. Если кто-то попытается заняться подобной работой, чтобы эффективнее истреблять этих монстров, прислушайтесь к моим словам. Чтобы плавить руду и обрабатывать металл, простого дерева не хватит. Для того чтобы выплавлять и обрабатывать железо, вам понадобится уголь. Да, именно уголь, и не древесный, причем добыть его не так уж и сложно. Иногда его можно найти в здешних лесах. Вот и весь мой урок, пока что.[-]"
,
AL_LK_HintNote4,"[808080] Вы всматриваетесь в сумбурный текст...[-]\n\n Эта территория металлолома и клейкой ленты вызывает у меня ностальгию по временам идеальной стали и экзотических сверхпрочных сплавов. В наши дни изготовить сталь самостоятельно довольно сложно... Возможно, настало время воскресить наш древнейший сплав - бронзу. Её гораздо легче выплавлять, и я видел руды, из которых её можно добыть во время сбора в лесу... В основном это халькопирит и касситерит. Да... Это может оказаться стоящим делом..."
,
AL_LK_HintNote5,"[808080]Вы просматриваете текст в поисках полезной информации...[-]\n\nИ снова я переношу свой богатый опыт на бумагу - ничтожный сосуд для такого величия. Тем не менее, путешественник, знай, что этот учебный материал даёт тебе ценные знания по более отдалённым и интересным рудам и видам топлива. В царстве песка и жара вы найдёте свинец, который обычно используется для производства боеприпасов, применяемых в огнестрельном оружии. В царстве снега и холода вы найдёте адское топливо - разновидность высококачественного угля, известную как антрацит. Также в этом ледяном царстве, если вам посчастливится, вы сможете найти хромитовую руду, являющуюся компонентом многих прочных сплавов. В землях... разрушения вы можете наткнуться на зеленоватую руду, известную как гарниерит. В кузнице, при условии, конечно, достаточного количества тепла, гарниерит даст никель, ещё один компонент мощных сплавов. Теперь, когда вы знаете, что там есть, я желаю вам удачи в поисках, пробиваясь сквозь орды нежити, чтобы получить то, с чем вы сможете пробиваться еще сильнее. Счастливого пути, путешественник."
,
AL_LK_HintNote6,"[808080]Вы стараетесь изо всех сил прочитать каракули на странице...[-]\n\nДа, конечно, вода заражена, мы все это знаем, но почему они сидят у костра и говорят, что хотят пить, когда прямо снаружи сам Бог льет чистую воду нам на головы. Выйдите на улицу, посмотрите вверх, откройте рот."
